Incident Number,Incident_Type,Date_Reported,Cause_Category,Cause_Agent,Population_Density,Province,Latitude,Longitude,Substance,Release_Type,Significant,Pipeline_Type,Activity_in_Process,Pipeline_Involved,Rupture,Environmental_Impact,Source of Explosion,Source of Fire,Activity at time of fatality,Injury,Pax,Evacuees,Pipeline_Name,Pipeline_Length,Substance_Carried,Land_Use,Emergency_Level,Nominal_Pipe_Size,Pipe_Material,Material_Grade,Design_Thickness,Licensed_Max_Pressure,Actual_Operating_Pressure,Year_of_Manufacture,Year_of_Installation,Service_Year,Weld type ,Seam_Type,Seam_Joining_Method,Coating_Location,Coating_Type
INC2022-076,Fire,05/06/2022,Incorrect Operation,Tools and Equipment,Low ,Ontario,43.873742,-79.579834,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Welding or Cutting,,,,0,LINE 100-1,2595.724534,Natural Gas,Agricultural Cropland,Not Emergency,,,,,,,,,,,,,,
INC2022-077,Fire,05/09/2022,External Interference,Natural or Environmental Forces,Medium ,Quebec,46.318561,-72.601999,Not Applicable,Not Applicable,No,Transmission,Operation,No,No,No,,Other Event (Nature or 3rd Party),,,,0,Lateral: Trois Rivieres Ouest,8.77886812,Natural Gas,Developed Land - Residential,Not Emergency,,,,,,,,,,,,,,
INC2022-078,Fire,05/10/2022,External Interference,Natural or Environmental Forces,Low ,Quebec,45.998604,-73.394392,Not Applicable,Not Applicable,No,Transmission,Maintenance,No,No,No,,Under Investigation or Unknown,,,,0,Lateral: Joliette,14.34802402,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2022-079,Release of Substance,05/12/2022,Other Causes,Maintenance,Low ,New Brunswick,47.364446,-68.32556,Pulp slurry,Miscellaneous,No,Distribution,Operation,Yes,Yes,No,,,,,,0,GROUNDWOOD STOCK LINE,1.4706541,"Effluent (By-products), Mechanical Pulp Slurry",Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2022-082,Release of Substance,05/15/2022,Incorrect Operation,Maintenance,Industrial Area,Manitoba,49.7517,-101.240476,Crude Oil - Sweet,Liquid,No,Transmission,Operation,Yes,No,No,,,,,,0,,,,Developed Land - Industrial,Not Emergency,,,,,,,1973,1973,1973,,,,,
INC2022-084,Operation Beyond Design Limits,05/24/2022,External Interference,Engineering and Planning,Medium ,Ontario,43.00079,-79.03332,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,LINE 1700-1,21.03820922,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2022-085,Operation Beyond Design Limits,05/26/2022,Natural Force Damage,Natural or Environmental Forces,Low ,Quebec,45.074,-72.601,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,"18"" Highwater, QC to Montreal, QC",115.1928331,Crude Oil,Forests,Not Emergency,NPS 18,Carbon Steel,317 - X46,7.9 mm = 0.311 in,5888,,1950,1950,1950,,Straight,Electric Resistance Welded,External,Coal Tar Enamel Narrow
INC2022-086,Operation Beyond Design Limits,05/26/2022,Natural Force Damage,Natural or Environmental Forces,Low ,Alberta,56.202902,-111.723558,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,ALBERSUN LATERAL - NPS 10,,Natural Gas,Forests,Not Emergency,NPS 10,Carbon Steel,359 - X52,3.9 mm = 0.154 in,4500,,,1967,1967,,,,,Extruded Polyethylene
INC2022-087,Fire,05/27/2022,Incorrect Operation,Maintenance,Low ,Alberta,52.68141,-115.37544,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Housekeeping,,,,0,EDSON M/L LOOP #3 (BREWESTER CREEK SECTION - BREWSTER CREEK X-ING) - NPS 48,0.19168022,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2022-088,Adverse Environmental Effects,05/27/2022,Natural Force Damage,Natural or Environmental Forces,Low ,Alberta,54.333122,-118.113801,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,No,,,,,,0,GRANDE PRAIRIE MAINLINE LOOP NO. 2 (KARR SECTION),,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2022-089,Release of Substance,05/28/2022,Corrosion and Cracking,Engineering and Planning,Low ,Ontario,48.82551,-80.84534,Natural Gas - Sweet,Gas,Yes,Transmission,Operation,Yes,No,No,,,,,,0,LINE 100-1,2595.724534,Natural Gas,Forests,Not Emergency,NPS 2,Carbon Steel,290 - X42,,6895,6895,,,1977,,,,,
INC2013-158,Fire,11/22/2013,Defect and Deterioration,Standards and Procedures,Unknown,Manitoba,49.362856,-98.590633,Not Applicable,Not Applicable,No,,Maintenance,No,No,Yes,,Equipment & Electrical,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-159,Operation Beyond Design Limits,11/22/2013,Incorrect Operation,Maintenance,Unknown,Alberta,53.700716,-113.209466,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-160,Release of Substance,11/24/2013,Corrosion and Cracking,Maintenance,Unknown,British Columbia,58.653246,-122.684823,Natural Gas - Sour,Gas,Yes,,Operation,Yes,No,No,,,,,,0,WEI - Fort Nelson Gas Plant,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-161,Release of Substance,11/25/2013,Incorrect Operation,Human Factors,Unknown,Alberta,53.307156,-113.511011,Crude Oil - Sweet,Liquid,No,,Operation,Yes,No,No,,,,,,0,Edmonton Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-162,Release of Substance,11/27/2013,Corrosion and Cracking,Maintenance,Low ,Alberta,54.50936,-112.64735,Natural Gas - Sweet,Gas,Yes,,Operation,Yes,Yes,No,,,,,,0,FLAT LAKE LATERAL LOOP - NPS 16,53.31541245,Natural Gas,Forests,Level II,NPS 16,Carbon Steel,359 - X52,6.0 mm = 0.237 in,8453,8200,,1976,1976,,,,External,Polyethylene Tape Wrap
INC2013-164,Release of Substance,12/01/2013,External Interference,Human Factors,Medium ,Alberta,53.544543,-113.360195,Crude Oil - Sweet,Liquid,Yes,Transmission,Construction,Yes,No,Yes,,,,,,0,,,,Developed Land - Industrial,Level I,,,,,,,,,,,,,,
INC2013-165,Operation Beyond Design Limits,12/02/2013,Incorrect Operation,Maintenance,Unknown,Saskatchewan,50.477608,-104.569525,Not Applicable,Not Applicable,No,,Operation,Yes,No,Yes,,,,,,0,EPI - Regina Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,Carbon Steel,,,0,,,,,,,,,
INC2013-167,Fire,12/05/2013,Incorrect Operation,Maintenance,Unknown,Saskatchewan,49.017155,-107.831853,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,Equipment & Electrical,,,,0,Foothills - Monchy Compressor Stn,,,Unknown Land Use (Historical Data Migration),Level I,,,,,0,,,,,,,,,
INC2013-168,Release of Substance,12/05/2013,Incorrect Operation,Maintenance,Unknown,Ontario,49.7951,-92.762674,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Dryden Comprssor Station #55,,,Unknown Land Use (Historical Data Migration),Level I,,Stainless Steel,,,,,,,,,,,,
INC2013-169,Release of Substance,12/09/2013,Equipment Failure,Maintenance,Unknown,New Brunswick,46.112702,-64.714397,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Moncton lateral,12.44337836,Natural Gas,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-170,Release of Substance,12/11/2013,Corrosion and Cracking,Maintenance,Unknown,Nova Scotia,45.182385,-61.652361,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Mainline,574.8807991,Natural Gas,Unknown Land Use (Historical Data Migration),Level I,NPS 1/2,,,,4600,,,,,,,,,
INC2013-175,Release of Substance,12/16/2013,Corrosion and Cracking,Maintenance,Unknown,British Columbia,49.28487,-115.17704,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,"Foothills - Elko, BC Compressor Station",,,Unknown Land Use (Historical Data Migration),Level I,NPS 1,Carbon Steel,,,,,,,,,,,,
INC2013-177,Operation Beyond Design Limits,10/10/2013,External Interference,Engineering and Planning,Medium ,Saskatchewan,49.753998,-101.238688,Not Applicable,Not Applicable,No,,Operation,No,No,Yes,,,,,,0,Cromer Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-178,Operation Beyond Design Limits,10/10/2013,External Interference,Engineering and Planning,Medium ,Saskatchewan,49.753998,-101.238688,Not Applicable,Not Applicable,No,,Operation,No,No,Yes,,,,,,0,Cromer Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-179,Operation Beyond Design Limits,10/10/2013,External Interference,Engineering and Planning,Medium ,Saskatchewan,49.753998,-101.238688,Not Applicable,Not Applicable,No,,Operation,No,No,Yes,,,,,,0,Cromer Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-180,Operation Beyond Design Limits,10/10/2013,External Interference,Engineering and Planning,Medium ,Saskatchewan,49.753998,-101.238688,Not Applicable,Not Applicable,No,,Operation,No,No,Yes,,,,,,0,Cromer Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2022-168,Fire,09/20/2022,Incorrect Operation,Human Factors,Medium ,British Columbia,49.26848937,-122.931342,Not Applicable,Not Applicable,No,Distribution,Construction,No,No,No,,Welding or Cutting,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2022-169,Fire,09/21/2022,Incorrect Operation,Inadequate Supervision,Low ,Saskatchewan,51.73928,-109.97517,Not Applicable,Not Applicable,No,Transmission,Abandonment,Yes,No,Yes,,Other Event (Nature or 3rd Party),,,,0,Esther-Smiley,31.37319153,Natural Gas Sweet,Agricultural Cropland,Not Emergency,,,,,,,,,,,,,,
INC2022-170,Fire,09/21/2022,Incorrect Operation,Human Factors,Low ,Saskatchewan,50.465327,-105.534162,Not Applicable,Not Applicable,No,Transmission,Maintenance,No,No,No,,Housekeeping,,,,6,Keystone Line 100-1 Conversion,,,Agricultural Cropland,Not Emergency,,,,,,,,,,,,,,
INC2022-173,Adverse Environmental Effects,09/27/2022,Incorrect Operation,Inadequate Supervision,Low ,British Columbia,50.964201,-120.245739,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,No,,,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Forests,Not Emergency,,,,,,,,,,,,,,
INC2022-175,Serious Injury (CER),09/28/2022,Incorrect Operation,Human Factors,Low ,Alberta,52.890556,-118.738333,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,No,,,,Fracture,1,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Forests,Not Emergency,,,,,,,,,,,,,,
INC2022-176,Operation Beyond Design Limits,09/28/2022,Natural Force Damage,Natural or Environmental Forces,Low ,Alberta,52.650579,-111.305827,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Line 13,1240.94139,NGL-LVP (Condensate),Water / Wetlands,Not Emergency,NPS 20,Carbon Steel,359 - X52,,6500,517,,,1950,,,Electric Flash Welded,,Coal Tar Enamel
INC2022-177,Release of Substance,09/29/2022,Incorrect Operation,Human Factors,Low ,British Columbia,53.506999,-122.608127,Natural Gas - Sweet,Gas,No,Transmission,Maintenance,Yes,No,No,,,,,,1,"SPECTRA - 30"" MAINLINE",1274.364117,"Natural Gas, Natural Gas Sweet",Forests,Not Emergency,NPS 30,Carbon Steel,359 - X52,9.5 mm = 0.375 in,6453,414,,,1957,,Straight,Submerged Arc Welding,,No coating
INC2022-178,Fire,10/02/2022,External Interference,Maintenance,Low ,Alberta,49.644452,-114.638345,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Equipment & Electrical,,,,0,WESTERN ALBERTA M/L LOOP #2,38.97136784,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2022-179,Serious Injury (CER),10/04/2022,Incorrect Operation,Human Factors,Medium ,British Columbia,49.26848937,-122.931342,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,No,,,,Fracture,1,1,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2022-180,Operation Beyond Design Limits,10/05/2022,Other Causes,To be determined,Low ,British Columbia,55.9497769,-120.2177299,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,FORT ST. JOHN LATERAL,86.59578756,Natural Gas,Agricultural Cropland,Not Emergency,NPS 6,Carbon Steel,483 - X70,,8275,5404,,,2009,,,,,
INC2022-181,Operation Beyond Design Limits,10/06/2022,Natural Force Damage,Natural or Environmental Forces,Low ,Quebec,45.037,-72.452,Not Applicable,Not Applicable,No,Transmission,Abandonment,Yes,No,No,,,,,,0,"12"" Highwater, QC to Montreal, QC [ABANDONED]",,,Water / Wetlands,Not Emergency,NPS 12,,,,,,,,,,,,,
INC2022-182,Fire,10/12/2022,Incorrect Operation,Human Factors,Low ,British Columbia,49.1632,-122.62008,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Welding or Cutting,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Shrub Land,Not Emergency,,,,,,,,,,,,,,
INC2022-185,Operation Beyond Design Limits,10/18/2022,Natural Force Damage,Natural or Environmental Forces,Low ,Northwest Territories,63.459707,-123.603407,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Line 21,989.5584688,Crude Oil,Water / Wetlands,Not Emergency,NPS 12,Carbon Steel,359 - X52,9.5 mm = 0.375 in,5723,892,,,1984,,Straight,Electric Resistance Welded,,2 or 3-Layer Polyolefin (Polyethylene or Polypropylene)
INC2022-186,Adverse Environmental Effects,10/20/2022,Natural Force Damage,Natural or Environmental Forces,Low ,Alberta,54.20982,-117.75955,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,No,,,,,,0,GRANDE PRAIRIE MAINLINE LOOP NO. 2 (DEEP VALLEY SECTION),,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2022-188,Fire,10/24/2022,External Interference,Standards and Procedures,Low ,Alberta,53.54290845,-113.3644501,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Welding or Cutting,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2022-190,Adverse Environmental Effects,10/27/2022,Incorrect Operation,Engineering and Planning,Low ,Alberta,53.566032,-114.363405,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,No,,,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Water / Wetlands,Not Emergency,,,,,,,,,,,,,,
INC2014-052,Release of Substance,04/07/2014,Defect and Deterioration,Human Factors,Unknown,Saskatchewan,51.17738,-106.588176,Propane,Gas,No,,Maintenance,Yes,No,No,,,,,,0,Elbow Pump Station Sask,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2014-053,Fire,04/09/2014,Incorrect Operation,Human Factors,Unknown,Alberta,52.641345,-111.270617,Not Applicable,Not Applicable,No,,Operation,No,No,No,,Housekeeping,,,,0,Hardisty terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2014-055,Release of Substance,04/10/2014,Defect and Deterioration,Maintenance,Unknown,New Brunswick,45.273315,-66.063308,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Egbert Strret Meter Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2014-056,Release of Substance,04/10/2014,Incorrect Operation,Maintenance,Unknown,British Columbia,55.569092,-121.944662,Crude Oil - Sweet,Liquid,Yes,,Operation,No,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2014-058,Release of Substance,04/13/2014,Incorrect Operation,Human Factors,Unknown,British Columbia,50.749343,-120.857245,Natural Gas - Sweet,Gas,Yes,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2014-059,Release of Substance,04/18/2014,Equipment Failure,Standards and Procedures,Unknown,Alberta,53.547403,-113.355714,Crude Oil - Sweet,Liquid,No,Transmission,Operation,Yes,No,Yes,,,,,,0,,,,Developed Land - Industrial,Level I,,,,,,,,,,,,,,
INC2014-060,Release of Substance,04/19/2014,Defect and Deterioration,Maintenance,Low ,Nova Scotia,45.375146,-62.452544,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Mainline,574.8807991,Natural Gas,Unknown Land Use (Historical Data Migration),Level I,NPS 1/2,,,,0,,,2001,,,,,,
INC2014-061,Release of Substance,04/24/2014,Incorrect Operation,Engineering and Planning,Unknown,Ontario,49.586667,-83.159167,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,TCPL - Station 92 (Mattice Compressor Station),,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2014-062,Release of Substance,04/28/2014,Incorrect Operation,Human Factors,Unknown,Alberta,55.569186,-110.720302,Natural Gas - Sweet,Gas,No,Transmission,Construction,No,No,No,,,,,,0,GRAHAM LATERAL LOOP - NPS 12,56.36135218,Natural Gas,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2014-064,Release of Substance,05/01/2014,Corrosion and Cracking,Engineering and Planning,Unknown,British Columbia,58.653246,-122.684823,Amine,Miscellaneous,Yes,,Maintenance,No,No,No,,,,,,0,Fort Nelson Gas Plant,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2014-065,Release of Substance,05/01/2014,Natural Force Damage,Engineering and Planning,Unknown,Alberta,52.173034,-113.83314,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,NGTL - Joffre Sales Lateral NPS-10,,,Unknown Land Use (Historical Data Migration),Level I,NPS 1/2,Carbon Steel,,,7500,,,1987,1987,,,,,
INC2014-067,Release of Substance,05/02/2014,Incorrect Operation,Human Factors,Unknown,Alberta,53.031216,-111.221509,Natural Gas - Sweet,Gas,No,,Construction,No,No,Yes,,,,,,0,MAINLINE,1551.609274,Natural Gas,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2014-068,Release of Substance,05/06/2014,Equipment Failure,Maintenance,Unknown,Nova Scotia,44.665206,-63.567743,Natural Gas - Sweet,Gas,No,,Maintenance,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2014-071,Release of Substance,05/14/2014,To be determined,To be determined,Unknown,British Columbia,56.146303,-120.669169,Natural Gas - Sweet,Gas,No,,Operation,No,No,No,,,,,,0,WEI - McMahon Gas Plant (Taylor Gas Plant),,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2014-074,Release of Substance,05/26/2014,Corrosion and Cracking,Maintenance,Low ,Alberta,53.522635,-112.075565,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,NORTH LATERAL EXTENSION LOOP - NPS 20,40.08068498,Natural Gas,Agricultural Cropland,Level I,,,,,,,,,,,,,,
INC2023-033,Release of Substance,03/02/2023,Corrosion and Cracking,Tools and Equipment,Low ,Alberta,53.69712,-115.97796,Natural Gas - Sweet,Gas,Yes,Transmission,Maintenance,Yes,No,No,,,,,,0,JANUARY CREEK LATERAL - NPS 30,41.1786279,Natural Gas,Forests,Not Emergency,NPS 1/4,Stainless Steel,,,7550,5500,,,2021,,,,,
INC2023-034,Fire,03/02/2023,Incorrect Operation,Human Factors,Low ,Alberta,57.36002209,-119.7497715,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Welding or Cutting,,,,0,,,,Barren Land,Not Emergency,,,,,,,,,,,,,,
INC2023-035,Adverse Environmental Effects,03/03/2023,Incorrect Operation,Engineering and Planning,Low ,British Columbia,49.115064,-122.40733,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,No,,,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Agricultural Cropland,Not Emergency,,,,,,,,,,,,,,
INC2023-036,Fire,03/07/2023,Incorrect Operation,Human Factors,Low ,British Columbia,49.07786219,-122.202148,Not Applicable,Not Applicable,No,Distribution,Construction,No,No,No,,Under Investigation or Unknown,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2023-038,Operation Beyond Design Limits,03/08/2023,Incorrect Operation,Failure in communication,High ,Alberta,56.69,-111.385,Not Applicable,Not Applicable,No,Transmission,Maintenance,Yes,No,No,,,,,,0,ALBERSUN LATERAL - NPS 10,,Natural Gas,Developed Land - Residential,Not Emergency,NPS 10,Carbon Steel,317 - X46,4.8 mm = 0.188 in,170,3867,,,1967,,Straight,Electric Resistance Welded,,2 or 3-Layer Polyolefin (Polyethylene or Polypropylene)
INC2023-039,Serious Injury (CER),03/08/2023,Incorrect Operation,Maintenance,Low ,Alberta,53.938907,-117.212845,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,No,,,,Fracture,1,1,GRANDE PRAIRIE MAINLINE,339.6264095,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2023-040,Fire,03/09/2023,Incorrect Operation,Human Factors,Low ,British Columbia,49.29079839,-122.9502759,Not Applicable,Not Applicable,No,Distribution,Construction,No,No,No,,Welding or Cutting,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2023-041,Fire,03/13/2023,Incorrect Operation,Human Factors,Low ,Alberta,56.70563279,-111.4043357,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Equipment & Electrical,,,,0,ALBERSUN LATERAL - NPS 10,,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2023-042,Fire,03/14/2023,External Interference,Maintenance,Low ,British Columbia,50.56361111,-120.4502778,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Under Investigation or Unknown,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Forests,Not Emergency,,,,,,,,,,,,,,
